dept,number,name,section,term,credits,mode,instructor
MATH,412,Introduction to Modern Algebra,Section 002 (LEC),FA 2020,3,Online,"Elduque,Eva"
MATH,417,Matrix Algebra I,Section 001 (LEC),FA 2020,3,Online,"Ho,Wei"
MATH,419,Linear Spaces and Matrix Theory,Section 001 (LEC),FA 2020,3,Online,"Karni,Smadar"
MATH,419,Linear Spaces and Matrix Theory,Section H1 (LEC),FA 2020,3,Hybrid,"Karni,Smadar"
MATH,420,Advanced Linear Algebra,Section 001 (LEC),FA 2020,3,Online,"Griess Jr,Robert L"
MATH,423,Mathematics of Finance,Section 002 (LEC),FA 2020,3,Online,"Yan,Wei"
MATH,423,Mathematics of Finance,Section 004 (LEC),FA 2020,3,Online,"Guo,Gaoyue"
MATH,424,Mathematical Interest Theory,Section 001 (LEC),FA 2020,3,Online,"Cao,Jingyi"
MATH,425,Introduction to Probability,Section 001 (LEC),FA 2020,3,Online,"Zydor,Michal"
MATH,425,Introduction to Probability,Section 004 (LEC),FA 2020,3,Online,"Minoccheri,Cristian"
MATH,425,Introduction to Probability,Section 006 (LEC),FA 2020,3,Online,"Burns Jr,Daniel M"
MATH,425,Introduction to Probability,Section 009 (LEC),FA 2020,3,Online,"Baik,Jinho"
MATH,425,Introduction to Probability,Section 021 (LEC),FA 2020,3,Hybrid,"Zydor,Michal"
MATH,425,Introduction to Probability,Section 026 (LEC),FA 2020,3,Hybrid,"Burns Jr,Daniel M"
MATH,429,Internship,Section 001 (IND),FA 2020,1,Person,
MATH,440,Lab of Geometry at Michigan,Section H1 (LAB),FA 2020,3,Hybrid,"Ryan,Timothy"
MATH,451,Advanced Calculus I,Section 001 (LEC),FA 2020,3,Online,"Ji,Lizhen"
MATH,451,Advanced Calculus I,Section 003 (LEC),FA 2020,3,Online,"Uribe-Ahumada,Alejandro"
MATH,454,Boundary Value Problems for Partial Differential Equations,Section 002 (LEC),FA 2020,3,Online,"Esedoglu,Selim"
MATH,454,Boundary Value Problems for Partial Differential Equations,Section H2 (LEC),FA 2020,3,Hybrid,"Esedoglu,Selim"
MATH,463,Mathematical Modeling in Biology,Section 002 (LEC),FA 2020,3,Online,"Forger,Daniel Barclay"
MATH,465,Introduction to Combinatorics,Section 002 (LEC),FA 2020,3,Online,"Fomin,Sergey"
MATH,471,Introduction to Numerical Methods,Section 001 (LEC),FA 2020,3,Online,"Wen,Baole"
MATH,472,Numerical Methods with Financial Applications,Section 001 (LEC),FA 2020,3,Online,"Wang,Zhenhua"
MATH,472,Numerical Methods with Financial Applications,Section 003 (LEC),FA 2020,3,Online,"Conlon,Joseph"
MATH,472,Numerical Methods with Financial Applications,Section H2 (LEC),FA 2020,3,Hybrid,"Chakraborty,Prakash"
MATH,481,Introduction to Mathematical Logic,Section 001 (LEC),FA 2020,3,Online,"Norwood, Zach"
MATH,486,Concepts Basic to Secondary Mathematics,Section 001 (LEC),FA 2020,3,Online,"Weiss,Michael K"
MATH,490,Introduction to Topology,Section H1 (LEC),FA 2020,3,Hybrid,"Ryan,Timothy"
MATH,497,Topics in Elementary Mathematics,Section 001 (LEC),FA 2020,3,Online,"Boland,Patrick"
MATH,501,Applied & Interdisciplinary Mathematics Student Seminar,Section 001 (SEM),FA 2020,1,Online,"Alben,Silas D"
MATH,520,Life Contingencies I,Section 002 (LEC),FA 2020,3,Online,"Natarajan, B Roger"
MATH,523,Loss Models I,Section 002 (LEC),FA 2020,3,Online,"Bernhardt,Thomas"
MATH,525,Probability Theory,Section 002 (LEC),FA 2020,3,Online,"Kaletha,Tasho"
MATH,526,Discrete State Stochastic Processes,Section 001 (LEC),FA 2020,3,Online,"Chen,Tao"
MATH,526,Discrete State Stochastic Processes,Section 021 (LEC),FA 2020,3,Hybrid,"Chen,Tao"
MATH,555,Introduction to Functions of a Complex Variable with Applications,Section 001 (LEC),FA 2020,3,Online,"Patel,Neel"
MATH,558,Applied Nonlinear Dynamics,Section 001 (LEC) Advanced Ordinary Differential Equations and Dynamical Systems,FA 2020,3,Online,"Miller,Peter D"
MATH,565,Combinatorics and Graph Theory,Section 001 (LEC),FA 2020,3,Online,"Mustata,Mircea Immanuel"
MATH,568,Mathematical and Computational Neuroscience,Section 021 (LEC),FA 2020,3,Hybrid,"Booth,Victoria"
MATH,571,Numerical Linear Algebra,Section 002 (LEC),FA 2020,3,Online,"Viswanath,Divakar"
MATH,571,Numerical Linear Algebra,Section H2 (LEC),FA 2020,3,Hybrid,"Viswanath,Divakar"
MATH,573,Financial Mathematics I,Section H1 (LEC),FA 2020,3,Hybrid,"Norgilas,Dominykas"
MATH,593,Algebra I,Section 001 (LEC),FA 2020,3,Online,"Snowden,Andrew"
MATH,596,Analysis I,Section H1 (LEC) Complex Analysis,FA 2020,3,Hybrid,"Jonsson,Mattias"
MATH,105,"Data, Functions, and Graphs",Section 002 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 011 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 015 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 024 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 031 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 045 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 055 (LEC),FA 2020,4,Online,
MATH,105,"Data, Functions, and Graphs",Section 171 (LEC),FA 2020,4,Online,"Lee,Denise Michele"
MATH,105,"Data, Functions, and Graphs",Section 173 (LEC),FA 2020,4,Online,"Lande,Elaine"
MATH,105,"Data, Functions, and Graphs",Section 175 (LEC),FA 2020,4,Online,"Lee,Duane Carl"
MATH,105,"Data, Functions, and Graphs",Section 177 (LEC),FA 2020,4,Online,"Lee,Denise Michele"
MATH,105,"Data, Functions, and Graphs",Section 180 (LEC),FA 2020,4,Online,"Farokhrani,Youness"
MATH,115,Calculus I,Section 002 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 004 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 006 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 008 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 010 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 012 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 016 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 018 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 022 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 024 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 026 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 029 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 031 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 033 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 037 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 041 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 043 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 045 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 048 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 050 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 052 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 056 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 058 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 062 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 064 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 066 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 069 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 071 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 073 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 077 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 082 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 084 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 086 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 089 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 091 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 093 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 097 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 102 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 110 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 115 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 120 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 130 (LEC),FA 2020,4,Online,
MATH,115,Calculus I,Section 171 (LEC),FA 2020,4,Online,"Keogh,Michael"
MATH,115,Calculus I,Section 173 (LEC),FA 2020,4,Online,"Khumbah,Nkem-Amin N"
MATH,115,Calculus I,Section 175 (LEC),FA 2020,4,Person,"Johnson,Michael"
MATH,116,Calculus II,Section 002 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 004 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 009 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 011 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 013 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 015 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 020 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 022 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 024 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 028 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 030 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 033 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 035 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 039 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 041 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 043 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 045 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 052 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 057 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 065 (LEC),FA 2020,4,Online,
MATH,116,Calculus II,Section 171 (LEC),FA 2020,4,Online,"Lofton,Shylynn N"
MATH,145,Houghton Scholars Calculus Workshop I,Section 001 (LAB),FA 2020,2,Online,"Conger,Mark Adams"
MATH,145,Houghton Scholars Calculus Workshop I,Section H1 (LAB),FA 2020,2,Hybrid,"Conger,Mark Adams"
MATH,156,Applied Honors Calculus II,Section 001 (LEC),FA 2020,4,Online,"Boland,Patrick"
MATH,156,Applied Honors Calculus II,Section 003 (LEC),FA 2020,4,Online,"Krasny,Robert"
MATH,156,Applied Honors Calculus II,Section 006 (LEC),FA 2020,4,Online,"Chao,Zhen"
MATH,175,An Introduction to Cryptology,Section 002 (LEC),FA 2020,4,Online,"Weigandt,Anna"
MATH,201,An Introduction to Mathematical Writing,Section 001 (LAB),FA 2020,1,Online,"DeBacker,Stephen M"
MATH,214,Applied Linear Algebra,Section 001 (LEC),FA 2020,4,Online,"Liu,Yuan"
MATH,214,Applied Linear Algebra,Section 003 (LEC),FA 2020,4,Online,"Li,Jun"
MATH,214,Applied Linear Algebra,Section 005 (LEC),FA 2020,4,Online,"Martone,Giuseppe"
MATH,214,Applied Linear Algebra,Section 007 (LEC),FA 2020,4,Online,"Liu,Yuan"
MATH,215,Multivariable and Vector Calculus,Section 020 (LEC),FA 2020,4,Online,
MATH,215,Multivariable and Vector Calculus,Section 040 (LEC),FA 2020,4,Online,"Liu,Ruowen"
MATH,215,Multivariable and Vector Calculus,Section 060 (LEC),FA 2020,4,Online,
MATH,215,Multivariable and Vector Calculus,Section 080 (LEC),FA 2020,4,Online,"Hong,Serin"
MATH,216,Introduction to Differential Equations,Section 020 (LEC),FA 2020,4,Online,"Barvinok,Alexander"
MATH,216,Introduction to Differential Equations,Section 040 (LEC),FA 2020,4,Online,"Prokhorov,Andrei"
MATH,216,Introduction to Differential Equations,Section 060 (LEC),FA 2020,4,Online,"Storey,Kathleen"
MATH,217,Linear Algebra,Section 002 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 004 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 006 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 008 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 010 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 012 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 014 (LEC),FA 2020,4,Online,
MATH,217,Linear Algebra,Section 016 (LEC),FA 2020,4,Online,
MATH,285,Honors Multivariable and Vector Calculus,Section 001 (LEC),FA 2020,4,Online,"Dunworth, Jeff"
MATH,285,Honors Multivariable and Vector Calculus,Section 003 (LEC),FA 2020,4,Online,"Bellis,Ben"
MATH,286,Honors Differential Equations,Section 001 (LEC),FA 2020,3,Online,"Silverman,Thomas Jay"
MATH,289,Problem Seminar,Section 001 (SEM),FA 2020,1,Online,"Patel,Neel"
MATH,295,Honors Mathematics I,Section H1 (LEC),FA 2020,4,Hybrid,"Koch,Sarah Colleen"
MATH,316,Differential Equations,Section 001 (LEC),FA 2020,3,Online,"Le,Pengyu"
MATH,316,Differential Equations,Section 003 (LEC),FA 2020,3,Online,"Dunworth, Jeff"
MATH,351,Principles of Analysis,Section 002 (LEC),FA 2020,3,Online,"Page,Janet"
MATH,371,Numerical Methods for Engineers and Scientists,Section 002 (LEC),FA 2020,3,Online,"Strauss,Martin J"
MATH,385,Mathematics for Elementary School Teachers,Section 002 (LEC),FA 2020,3,Online,
MATH,395,Honors Analysis I,Section 002 (LEC),FA 2020,4,Online,"Hani,Zaher"
MATH,403,Introduction to Discrete Mathematics,Section 001 (LEC),FA 2020,3,Online,"Blass,Andreas R"
MATH,412,Introduction to Modern Algebra,Section 001 (LEC),FA 2020,3,Online,"Elduque,Eva"
MATH,412,Introduction to Modern Algebra,Section 003 (LEC),FA 2020,3,Online,"Perry,Alexander"
MATH,417,Matrix Algebra I,Section 002 (LEC),FA 2020,3,Online,"Griess Jr,Robert L"
MATH,419,Linear Spaces and Matrix Theory,Section 002 (LEC),FA 2020,3,Online,"Karni,Smadar"
MATH,419,Linear Spaces and Matrix Theory,Section H2 (LEC),FA 2020,3,Hybrid,"Karni,Smadar"
MATH,423,Mathematics of Finance,Section 001 (LEC),FA 2020,3,Online,"Deng,Shuoqing"
MATH,423,Mathematics of Finance,Section 003 (LEC),FA 2020,3,Online,"Yan,Wei"
MATH,423,Mathematics of Finance,Section H1 (LEC),FA 2020,3,Hybrid,"Deng,Shuoqing"
MATH,424,Mathematical Interest Theory,Section 002 (LEC),FA 2020,3,Online,"Cao,Jingyi"
MATH,425,Introduction to Probability,Section 003 (LEC),FA 2020,3,Online,"Zydor,Michal"
MATH,425,Introduction to Probability,Section 005 (LEC),FA 2020,3,Online,"Baik,Jinho"
MATH,425,Introduction to Probability,Section 008 (LEC),FA 2020,3,Person,"Green,Paul Eric"
MATH,425,Introduction to Probability,Section 010 (LEC),FA 2020,3,Online,"Lam,Thomas"
MATH,425,Introduction to Probability,Section 023 (LEC),FA 2020,3,Hybrid,"Zydor,Michal"
MATH,425,Introduction to Probability,Section 027 (LEC),FA 2020,3,Hybrid,"Fink,Nadiya"
MATH,440,Lab of Geometry at Michigan,Section 001 (LAB),FA 2020,3,Online,"Ryan,Timothy"
MATH,450,Advanced Mathematics for Engineers I,Section 001 (LEC),FA 2020,4,Online,"Megginson,Robert E"
MATH,451,Advanced Calculus I,Section 002 (LEC),FA 2020,3,Online,"Zhu,Hui"
MATH,454,Boundary Value Problems for Partial Differential Equations,Section 001 (LEC),FA 2020,3,Online,"Esedoglu,Selim"
MATH,454,Boundary Value Problems for Partial Differential Equations,Section H1 (LEC),FA 2020,3,Hybrid,"Esedoglu,Selim"
MATH,463,Mathematical Modeling in Biology,Section 001 (LEC),FA 2020,3,Online,"Forger,Daniel Barclay"
MATH,465,Introduction to Combinatorics,Section 001 (LEC),FA 2020,3,Online,"Fomin,Sergey"
MATH,466,Mathematical Ecology,Section 001 (LEC),FA 2020,3,Person,"King,Aaron Alan; homepage"
MATH,471,Introduction to Numerical Methods,Section 002 (LEC),FA 2020,3,Online,"Veerapaneni,Shravan Kumar"
MATH,472,Numerical Methods with Financial Applications,Section 002 (LEC),FA 2020,3,Online,"Chakraborty,Prakash"
MATH,472,Numerical Methods with Financial Applications,Section H1 (LEC),FA 2020,3,Hybrid,"Wang,Zhenhua"
MATH,472,Numerical Methods with Financial Applications,Section H3 (LEC),FA 2020,3,Hybrid,"Conlon,Joseph"
MATH,481,Introduction to Mathematical Logic,Section H1 (LEC),FA 2020,3,Hybrid,"Norwood, Zach"
MATH,490,Introduction to Topology,Section 001 (LEC),FA 2020,3,Online,"Ryan,Timothy"
MATH,493,Honors Algebra I,Section 001 (LEC),FA 2020,3,Online,"Zieve,Michael E"
MATH,497,Topics in Elementary Mathematics,Section H1 (LEC) Exploring Middle School Mathematics,FA 2020,3,Hybrid,"Boland,Patrick"
MATH,520,Life Contingencies I,Section 001 (LEC),FA 2020,3,Online,"Natarajan, B Roger"
MATH,523,Loss Models I,Section 001 (LEC),FA 2020,3,Online,"Young,Virginia R"
MATH,525,Probability Theory,Section 001 (LEC),FA 2020,3,Online,"Kaletha,Tasho"
MATH,525,Probability Theory,Section 003 (LEC),FA 2020,3,Online,"Minoccheri,Cristian"
MATH,526,Discrete State Stochastic Processes,Section 002 (LEC),FA 2020,3,Online,"Chen,Tao"
MATH,526,Discrete State Stochastic Processes,Section 022 (LEC),FA 2020,3,Hybrid,"Chen,Tao"
MATH,556,Applied Functional Analysis,Section 001 (LEC),FA 2020,3,Online,"Borcea,Liliana"
MATH,561,Linear Programming I,Section 001 (LEC),FA 2020,3,Person,"Lee, Jon"
MATH,568,Mathematical and Computational Neuroscience,Section 001 (LEC),FA 2020,3,Online,"Booth,Victoria"
MATH,571,Numerical Linear Algebra,Section 001 (LEC),FA 2020,3,Online,"Viswanath,Divakar"
MATH,571,Numerical Linear Algebra,Section H1 (LEC),FA 2020,3,Hybrid,"Viswanath,Divakar"
MATH,573,Financial Mathematics I,Section 001 (LEC),FA 2020,3,Online,"Norgilas,Dominykas"
MATH,591,Differentiable Manifolds,Section 001 (LEC),FA 2020,3,Online,"Uribe-Ahumada,Alejandro"
MATH,596,Analysis I,Section 001 (LEC),FA 2020,3,Online,"Jonsson,Mattias"
MATSCIE,220,Introduction to Materials and Manufactureing,Section 100 (LEC),FA 2020,credit).,Online,"Sevener,Kathleen"
MATSCIE,220,Introduction to Materials and Manufactureing,Section 300 (LEC),FA 2020,credit).,Online,"Heron,John Thomas"
MATSCIE,250,Principles of Engineering Materials,Section 800 (LEC),FA 2020,credit).,Online,"Wynarsky,George T"
MATSCIE,350,Structures of Materials,Section 001 (LEC),FA 2020,credit).,Online,"Qi,Liang"
MATSCIE,400,"Electronic, Magnetic and Optical Materials for Mordern Developmental Technology",Section 001 (LEC),FA 2020,credit).,Online,"Kioupakis,Emmanouil"
MATSCIE,412,Polymeric Materials,Section 001 (LEC),FA 2020,3,Online,"Love,Brian J"
MATSCIE,454,Computational Approaches in MSE,Section 001 (LEC),FA 2020,credit).,Online,"Thornton,Katsuyo S"
MATSCIE,470,Physical Metallurgy,Section 802 (LEC),FA 2020,credit).,Online,"Allison,John Edmond"
MATSCIE,510,Materials Chemistry,Section 100 (LEC),FA 2020,3,Person,"Bartlett,Bart"
MATSCIE,515,Mechanical Behavior of Solid Polymeric Materials,Section 802 (LEC),FA 2020,3,Online,"Tuteja,Anish"
MATSCIE,532,Advanced Thermodynamics of Materials,Section 001 (LEC),FA 2020,credit).,Hybrid,"Sun,Wenhao"
MATSCIE,550,Fund Mat Sci & Eng,Section 802 (LEC),FA 2020,credit).,Online,"Li,Yiyang"
MATSCIE,554,Comput Methods,Section 802 (LEC),FA 2020,credit).,Online,"Kieffer,John"
MATSCIE,555,Materials Energy Conversion,Section 802 (LEC),FA 2020,credit).,Online,"Goldman,Rachel S"
MATSCIE,562,Electron Microspy I,Section 001 (LEC),FA 2020,credit).,Hybrid,"Hovden, Robert"
MATSCIE,593,Special Topics in Materials Science and Engineering,Section 001 (LEC) Electrochemistry Applications and Engineering,FA 2020,credit).,Person,"Singh,Nirala"
MATSCIE,593,Special Topics in Materials Science and Engineering,Section 802 (LEC),FA 2020,credit).,Online,"Laine,Richard M"
MATSCIE,220,Introduction to Materials and Manufactureing,Section 200 (LEC),FA 2020,credit).,Online,"Yalisove,Steven M"
MATSCIE,250,Principles of Engineering Materials,Section 100 (LEC),FA 2020,credit).,Hybrid,"Wynarsky,George T"
MATSCIE,330,Thermodynamics of Materials,Section 001 (LEC),FA 2020,credit).,Online,"Shahani,Ashwin Jairaj"
MATSCIE,360,Materials Laboratory I,Section 001 (LEC),FA 2020,credit).,Online,"Chambers,Timothy"
MATSCIE,410,Design and Applications of Biomaterials,Section 001 (LEC),FA 2020,3,Person,"Mehta,Geeta"
MATSCIE,420,Mechanical Behavior of Materials,Section 001 (LEC),FA 2020,credit).,Online,"Sevener,Kathleen"
MATSCIE,470,Physical Metallurgy,Section 001 (LEC),FA 2020,credit).,Hybrid,"Allison,John Edmond"
MATSCIE,481,Designing Sustainable Products and Processes,Section 001 (LEC),FA 2020,credit).,Online,"Taub,Alan Instructor: Mangin,Christopher"
MATSCIE,515,Mechanical Behavior of Solid Polymeric Materials,Section 001 (LEC),FA 2020,3,Hybrid,"Tuteja,Anish"
MATSCIE,517,Advanced Functional Polymers:  Molecular Design and Applications,Section 001 (LEC),FA 2020,3,Online,"Kim,Jinsang"
MATSCIE,550,Fund Mat Sci & Eng,Section 001 (LEC),FA 2020,credit).,Hybrid,"Li,Yiyang"
MATSCIE,554,Comput Methods,Section 001 (LEC),FA 2020,credit).,Hybrid,"Kieffer,John"
MATSCIE,555,Materials Energy Conversion,Section 001 (LEC),FA 2020,credit).,Hybrid,"Goldman,Rachel S"
MATSCIE,560,Structure Matrls,Section 001 (LEC),FA 2020,credit).,Online,"Poudeu-Poudeu,Pierre Ferdinand"
MATSCIE,562,Electron Microspy I,Section 802 (LEC),FA 2020,credit).,Online,"Hovden, Robert"
MATSCIE,593,Special Topics in Materials Science and Engineering,Section 019 (LEC),FA 2020,credit).,Person,"Laine,Richard M"
MCDB,300,Undergraduate Research,Section 001 (IND),FA 2020,3,Person,
MCDB,310,Introductory Biochemistry,Section 001 (LEC),FA 2020,4,Online,"Stockbridge,Randy Buzzell Instructor: Akey,David Lloyd"
MCDB,400,Advanced Research,Section 001 (IND),FA 2020,3,Person,
MCDB,402,Molecular Biology of Pain and Sensation,Section 001 (LEC),FA 2020,3,Online,"Xu,Haoxing"
MCDB,423,Introduction to Research in Cellular and Molecular Neurobiology,Section 001 (LAB),FA 2020,3,Person,"Ameziane,Rafiqa"
MCDB,424,Behavioral Neurobiology Laboratory,Section 001 (LAB),FA 2020,2,Person,"Haenfler,Jill Marie"
MCDB,427,Molecular Biology,Section 001 (LEC),FA 2020,4,Online,"Schiefelbein, John Instructor: Kumar,Anuj"
MCDB,436,Human Immunology,Section 001 (LEC),FA 2020,3,Online,"Moore,Thomas A"
MCDB,451,Molecular Neurobiology of Health and Disease,Section 001 (LEC),FA 2020,3,Online,"Akaaboune,Mohammed"
MCDB,461,Neuroscience Senior Thesis,Section 001 (IND),FA 2020,1,Person,
MCDB,465,Computation and Sensory Processing in the Neocortex,Section 001 (LEC),FA 2020,3,Hybrid,"Kwon,Sung Eun"
MCDB,499,Responsible Conduct of Research and Scholarship in Biology,Section 001 (SEM) Meets 08/31/20 - 10/16/20. (Drop/Add deadline=09/14/20.).,FA 2020,1,Online,"Carpenter,Lynn L; homepage"
MCDB,306,Introductory Genetics Laboratory,Section 001 (LEC),FA 2020,3,Online,"Spillane,Diane M"
MCDB,360,Undergraduate Neurobiology Research,Section 001 (IND),FA 2020,3,Person,
MCDB,401,Advanced Topics in Biology,Section 001 (LEC) The Molecular Biology of Sensory Neurons,FA 2020,3,Online,"Xu,Haoxing"
MCDB,409,Investigational and Experimental Bacteriology,Section 001 (LEC),FA 2020,4,Online,"Erb-Downward,John Russell"
MCDB,423,Introduction to Research in Cellular and Molecular Neurobiology,Section 002 (LAB),FA 2020,3,Person,"Ameziane,Rafiqa"
MCDB,424,Behavioral Neurobiology Laboratory,Section 002 (LAB),FA 2020,2,Person,"Haenfler,Jill Marie"
MCDB,434,Protein Misfolding Diseases,Section 001 (LEC),FA 2020,3,Hybrid,"Li,Jianming"
MCDB,440,Cell Cycle Control and Cancer,Section 001 (LEC),FA 2020,3,Online,"Buttitta,Laura"
MCDB,460,Advanced Undergraduate Neurobiology Research,Section 001 (IND),FA 2020,3,Person,
MCDB,464,Cellular Diversity in the Immune and Nervous Systems,Section 001 (LEC),FA 2020,3,Person,"Clowney,Eleanor Josephine"
MCDB,472,Building a Synthetic Cell,Section 001 (LEC),FA 2020,3,Online,"Vecchiarelli,Anthony"
MECHENG,211,Introduction to Solid Mechanics,Section 100 (LEC),FA 2020,credit).,Online,"Thouless, Michael Instructor: Barber,James R Instructor: Bucsek,Ashley N"
MECHENG,211,Introduction to Solid Mechanics,Section 102 (LEC),FA 2020,credit).,Hybrid,"Barber,James R"
MECHENG,235,Thermodynamics I,Section 001 (LEC),FA 2020,credit).,Hybrid,"Kwabi,David Gator"
MECHENG,235,Thermodynamics I,Section 003 (LEC),FA 2020,credit).,Person,"Violi,Angela"
MECHENG,235,Thermodynamics I,Section 882 (LEC),FA 2020,credit).,Online,"Pipe,Kevin Patrick"
MECHENG,240,Introduction to Dynamics and Vibrations,Section 002 (LEC),FA 2020,credit).,Online,"Shorter, K Alex"
MECHENG,250,Design and Manufacturing I,Section 881 (LEC),FA 2020,credit).,Online,"Umbriac,Michael Maurice Instructor: Austin-Breneman,Jesse Laurent"
MECHENG,305,Introduction to Finite Elements in Mechanical Engineering,Section 001 (LEC),FA 2020,credit).,Hybrid,"Hulbert,Gregory M"
MECHENG,305,Introduction to Finite Elements in Mechanical Engineering,Section 881 (LEC),FA 2020,credit).,Online,"Hulbert,Gregory M"
MECHENG,320,Fluid Mechanics I,Section 001 (LEC),FA 2020,credit).,Person,"Adera,Solomon"
MECHENG,320,Fluid Mechanics I,Section 003 (LEC),FA 2020,credit).,Hybrid,"Liang,Xiaogan"
MECHENG,320,Fluid Mechanics I,Section 883 (LEC),FA 2020,credit).,Online,"Liang,Xiaogan"
MECHENG,335,Heat Transfer,Section 002 (LEC),FA 2020,credit).,Online,"Fu,Jianping"
MECHENG,336,Thermodyn II,Section 881 (LEC),FA 2020,credit).,Online,"Borgnakke,Claus"
MECHENG,360,"Modeling, Analysis and Control of Dynamic Systems",Section 001 (LEC),FA 2020,credit).,Online,"Stein,Jeffrey L"
MECHENG,360,"Modeling, Analysis and Control of Dynamic Systems",Section 882 (LEC),FA 2020,credit).,Online,"Oldham,Kenn Richard"
MECHENG,382,Mechanical Behavior of Materials,Section 002 (LEC),FA 2020,credit).,Hybrid,"Garikipati,Krishnakumar R"
MECHENG,382,Mechanical Behavior of Materials,Section 882 (LEC),FA 2020,credit).,Online,"Garikipati,Krishnakumar R"
MECHENG,395,Laboratory I,Section 001 (LEC),FA 2020,credit).,Online,"Liu,Allen Po-Chih Instructor: Grosh,Karl"
MECHENG,406,Biomechanics for Engineering Students,Section 881 (LEC),FA 2020,credit).,Online,"Meyhofer,Edgar"
